@relation vectores
@attribute Feature0 numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute class {D1,D10,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D11,D110,D111,D112,D12,D13,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D7,D70,D71,D72,D73,D74,D75,D76,D77,D78,D79,D8,D80,D81,D82,D83,D84,D85,D86,D87,D88,D89,D9,D90,D91,D92,D93,D94,D95,D96,D97,D98,D99}
@data
0.200197,0.139708,0.0459961,0.174589,0.0291697,0.0129575,0.0318104,0.154139,0.0401007,0.014677,0.00945714,0.0256694,0.0327315,0.0141857,0.0454434,0.138172,0.112626,0.0634365,0.014984,0.0525055,0.0126505,0.00915009,0.0129575,0.050786,0.150577,0.0494964,0.0188529,0.0493736,0.165316,0.0536109,0.149165,0.331061,D23
0.232928,0.083886,0.0513387,0.105134,0.0443994,0.0119135,0.0503562,0.183923,0.0813068,0.018423,0.0105625,0.0183616,0.0526898,0.0127733,0.0520142,0.150025,0.131172,0.0500491,0.0129575,0.0501719,0.0133874,0.00724638,0.0113608,0.0892287,0.201425,0.0547163,0.0140015,0.0469786,0.110292,0.0342054,0.0792189,0.339106,D24
0.239806,0.08493,0.039548,0.0872636,0.0373373,0.0114837,0.0420658,0.167097,0.0795259,0.0198354,0.0120364,0.0246254,0.0448907,0.0141243,0.0604888,0.187607,0.177905,0.0586465,0.0120978,0.0390567,0.019774,0.00779907,0.0154139,0.0908253,0.17508,0.0444608,0.0154139,0.0358634,0.092115,0.0332228,0.0912552,0.343957,D24
0.248035,0.0876934,0.0442766,0.108327,0.0424343,0.012282,0.0458118,0.185458,0.0871408,0.0175018,0.0119749,0.021125,0.0514616,0.0121592,0.05183,0.162982,0.12718,0.0529354,0.0112994,0.0461189,0.0155367,0.00626382,0.015721,0.093466,0.190739,0.0493736,0.0132646,0.0441538,0.105134,0.0342054,0.0815524,0.328113,D24
0.237534,0.0691476,0.0408376,0.097212,0.0434169,0.0111766,0.0509703,0.208978,0.0918693,0.0176861,0.00915009,0.0209408,0.0509089,0.00957996,0.0467944,0.159175,0.135286,0.0476541,0.0129575,0.045382,0.0164579,0.00644805,0.0144313,0.0981945,0.19774,0.0553918,0.0149226,0.0461189,0.113117,0.033407,0.0758413,0.326824,D24
0.242447,0.0944485,0.0479612,0.106608,0.0415131,0.0126505,0.0517072,0.181221,0.0785434,0.0175018,0.0103169,0.0198354,0.0531196,0.0138787,0.0537951,0.156534,0.122329,0.0557603,0.0137558,0.0466716,0.0155367,0.00681651,0.0157824,0.083579,0.183309,0.0547163,0.0138172,0.0451977,0.106485,0.0370302,0.0836404,0.339044,D24
0.237657,0.0839474,0.0434169,0.104827,0.0434169,0.0119749,0.0539794,0.195468,0.0884918,0.0163351,0.00964137,0.0176861,0.0531196,0.0123434,0.0503562,0.148612,0.127119,0.0492508,0.013326,0.0496807,0.0141857,0.00558831,0.0150454,0.0894743,0.186686,0.0573569,0.0136944,0.0468558,0.109064,0.0364161,0.0827806,0.337755,D24
0.235139,0.0732007,0.039548,0.0946328,0.0375215,0.0100712,0.0494964,0.200749,0.0858511,0.0197126,0.00951855,0.0215549,0.0482068,0.0098256,0.052874,0.174957,0.162184,0.0494964,0.0138787,0.0455662,0.0156595,0.00595677,0.0135102,0.0915623,0.194363,0.0497421,0.0128961,0.0401007,0.102002,0.0325473,0.0798944,0.333333,D24
0.240481,0.083579,0.0434783,0.0943257,0.0409605,0.0122206,0.0448293,0.163903,0.0789118,0.0206338,0.0116679,0.0207566,0.046733,0.0138787,0.056927,0.169799,0.164026,0.0594449,0.0129575,0.045382,0.0191599,0.0067551,0.0174404,0.0875706,0.17551,0.049435,0.0159052,0.0406534,0.101388,0.0346966,0.0893515,0.34279,D24
0.239745,0.0708671,0.0413289,0.102739,0.0454434,0.0116679,0.0519528,0.228261,0.0892901,0.0168263,0.00847458,0.0175633,0.053181,0.00994842,0.04704,0.150823,0.121776,0.0450749,0.012282,0.0462417,0.014984,0.00546549,0.0130189,0.0980717,0.207689,0.0580938,0.012589,0.0484525,0.11238,0.0353107,0.0697003,0.31927,D24
0.236613,0.0841317,0.0505404,0.104213,0.0466102,0.0124662,0.0483911,0.179317,0.0827192,0.0183616,0.0106853,0.0184844,0.053918,0.0128961,0.0511545,0.148244,0.130005,0.0525669,0.0136944,0.0523213,0.0140629,0.00700074,0.0132646,0.0860354,0.194301,0.0595063,0.0143085,0.0475313,0.105687,0.0350651,0.0818595,0.339597,D24
0.179501,0.0582167,0.0437239,0.091378,0.025608,0.0148612,0.031012,0.0942029,0.0348195,0.0147998,0.0105625,0.0238885,0.0292311,0.020818,0.0517686,0.160894,0.0434783,0.0173176,0.0144313,0.0336527,0.0120364,0.0119749,0.0161508,0.0720339,0.0574797,0.0273888,0.0183002,0.0635593,0.0701916,0.0705601,0.12761,0.8641,D25
0.193196,0.0832719,0.0479612,0.111336,0.0311963,0.016028,0.0318104,0.0857897,0.0387497,0.0147998,0.0120364,0.0253623,0.0364161,0.0189757,0.0567428,0.130435,0.0564358,0.0223532,0.0174404,0.0362933,0.0163965,0.0116065,0.0196512,0.0618398,0.0731393,0.0302751,0.0237042,0.0568042,0.103107,0.0743061,0.165254,0.702837,D25
0.172009,0.0571727,0.0363547,0.0778064,0.0226603,0.0122206,0.0274503,0.0571113,0.039241,0.0148612,0.0111766,0.0263449,0.0313191,0.0168263,0.0439695,0.103414,0.0477155,0.0202039,0.0135102,0.0345124,0.0135716,0.0118521,0.017072,0.0728936,0.0673667,0.0361091,0.0244412,0.0681651,0.0798944,0.0792803,0.137251,0.931774,D25
0.194731,0.0821051,0.0505404,0.0994842,0.0286785,0.0148612,0.0343282,0.0610415,0.0473471,0.0179317,0.0158438,0.0249939,0.0393638,0.0194056,0.0487595,0.09451,0.057971,0.0285556,0.0162122,0.0370916,0.0198354,0.0152911,0.0217391,0.0684107,0.0773766,0.0380742,0.0251167,0.0623311,0.104704,0.0773766,0.162122,0.719418,D25
0.168755,0.0606731,0.0415131,0.0837632,0.0229673,0.0103783,0.0260992,0.0571727,0.0343282,0.0140015,0.0103169,0.0237042,0.0321174,0.0160894,0.0447679,0.103906,0.0496193,0.021125,0.0136944,0.0343896,0.0131417,0.0132031,0.0194056,0.0719725,0.0665684,0.0345738,0.0250553,0.0731393,0.0886146,0.0813682,0.144989,0.904139,D25
0.191968,0.076394,0.049128,0.107775,0.0249324,0.0153525,0.0273274,0.06141,0.0328543,0.0127119,0.0118521,0.022169,0.0335298,0.0164579,0.0451363,0.0969663,0.0496807,0.022169,0.016028,0.0353721,0.0147384,0.0113608,0.0206952,0.06141,0.0692704,0.0327929,0.0233972,0.0666912,0.104151,0.0802628,0.159973,0.811594,D25
0.21383,0.0755957,0.0459961,0.0881847,0.0302137,0.0154139,0.0369688,0.0634365,0.0475313,0.016028,0.0147384,0.0229673,0.0382584,0.0181159,0.0512159,0.0935274,0.065156,0.0297224,0.0186686,0.0362319,0.0189757,0.0124048,0.0199582,0.0662,0.0810612,0.0370302,0.0249324,0.0605502,0.0864652,0.072341,0.135716,0.768116,D25
0.189327,0.07535,0.0482068,0.0994227,0.0277573,0.0141857,0.0323631,0.0754114,0.0351879,0.0126505,0.0109924,0.0203267,0.0343896,0.0170106,0.049435,0.139401,0.0489437,0.0198354,0.0120364,0.0302137,0.0160894,0.0111152,0.0180545,0.0644805,0.0611029,0.029661,0.0210636,0.0553918,0.0905183,0.0742447,0.153341,0.818042,D25
0.193134,0.0760255,0.0457504,0.100467,0.025608,0.011238,0.0276959,0.0564358,0.0402235,0.0143699,0.0132031,0.0201425,0.0352493,0.0181159,0.0459347,0.0892287,0.0548391,0.0235814,0.0150454,0.0353107,0.0163351,0.0117907,0.0187915,0.062761,0.0694547,0.0330386,0.0232744,0.0653402,0.101019,0.0767011,0.156595,0.82885,D25
0.191722,0.0717269,0.0490052,0.0940801,0.0253623,0.013326,0.0270204,0.0577868,0.0335913,0.013326,0.0102555,0.022169,0.0303979,0.0189757,0.0469786,0.0950626,0.0493736,0.0196512,0.0152297,0.0369688,0.0140629,0.0124048,0.0179317,0.0647875,0.0663842,0.0326701,0.0210636,0.0685949,0.0959224,0.0820437,0.15242,0.855257,D25
0.234095,0.103414,0.0670597,0.174896,0.0270818,0.013633,0.0454434,0.0744289,0.0407148,0.0130803,0.00718497,0.0165193,0.0452592,0.0163965,0.0523827,0.0844387,0.0561287,0.0291083,0.0154139,0.0403464,0.0140629,0.0108082,0.0171334,0.0488823,0.0825964,0.0369074,0.0200197,0.050479,0.186256,0.0874478,0.261914,0.432019,D26
0.228077,0.125829,0.0567428,0.175141,0.0251167,0.0143699,0.0369688,0.0782363,0.0364775,0.0120364,0.00767625,0.0177475,0.0376443,0.0152297,0.0629452,0.096168,0.0657701,0.033407,0.0142471,0.0383812,0.0139401,0.0106853,0.0199582,0.0473471,0.0878163,0.0367232,0.0195284,0.044645,0.16593,0.0797716,0.246622,0.454372,D26
0.229919,0.115819,0.054225,0.164824,0.0260992,0.0144313,0.0362319,0.0705601,0.0434783,0.0134488,0.0092115,0.0168263,0.0387497,0.0171334,0.057971,0.0864038,0.0686563,0.0307664,0.0127733,0.0391796,0.0160894,0.00915009,0.0180545,0.0500491,0.095861,0.0376443,0.0184844,0.0443994,0.189511,0.0840088,0.262221,0.43337,D26
0.247789,0.126627,0.0612872,0.180238,0.0264063,0.0123434,0.0429256,0.0809383,0.0440309,0.0120364,0.00687792,0.0146156,0.042987,0.0159052,0.0553304,0.0803857,0.063068,0.035802,0.013633,0.0479612,0.012589,0.00847458,0.0168263,0.0512773,0.0896586,0.0399165,0.0186686,0.0477155,0.175387,0.0877549,0.232928,0.413166,D26
0.230963,0.10974,0.0544706,0.174834,0.0273274,0.0128347,0.043294,0.0779907,0.0451977,0.0132031,0.00829035,0.0160894,0.0459347,0.0179317,0.0526283,0.08972,0.0589536,0.0303365,0.0156595,0.0407762,0.0148612,0.0114837,0.0180545,0.0500491,0.0865881,0.0366003,0.0178089,0.0449521,0.187423,0.0869565,0.260931,0.423667,D26
0.24392,0.109003,0.067858,0.142717,0.0261606,0.0152297,0.0431098,0.0778064,0.0447065,0.0133874,0.0101326,0.0183002,0.0450135,0.0187915,0.0644805,0.0912552,0.0695775,0.0369688,0.0147384,0.0410219,0.0178703,0.00872022,0.0210636,0.0504176,0.0980103,0.0404078,0.0181159,0.0447065,0.166789,0.0841931,0.234095,0.426984,D26
0.239683,0.118276,0.0512773,0.167097,0.0265291,0.0141857,0.0380742,0.0789118,0.0448293,0.0128347,0.00872022,0.0176861,0.0424957,0.0171334,0.0586465,0.0905797,0.0679194,0.0310734,0.0151683,0.0428642,0.0164579,0.0129575,0.019774,0.0528126,0.0892901,0.0381356,0.0198968,0.0463031,0.162736,0.0803857,0.238639,0.444178,D26
0.23563,0.114898,0.0668141,0.169062,0.0279415,0.0153525,0.0455662,0.073692,0.0377057,0.0131417,0.00804471,0.0151069,0.0441538,0.0190985,0.06141,0.0957382,0.0642962,0.0321788,0.0147384,0.0434169,0.0151069,0.0092115,0.0198968,0.0451363,0.0949398,0.0377057,0.019467,0.0463645,0.170781,0.0881847,0.239867,0.420904,D26
0.249263,0.114959,0.0677352,0.15506,0.0258536,0.0142471,0.0436625,0.0724638,0.0428028,0.013633,0.00945714,0.015721,0.0394866,0.0177475,0.0599975,0.0865267,0.071604,0.0372759,0.017379,0.0425571,0.0155367,0.0111152,0.0181159,0.0449521,0.0956767,0.040592,0.0192213,0.0430484,0.170106,0.0883075,0.233726,0.42772,D26
0.236858,0.114652,0.0635593,0.183554,0.0265905,0.014677,0.0464259,0.078789,0.042987,0.013633,0.00872022,0.0189757,0.045382,0.0181774,0.0516458,0.0908253,0.059322,0.0314419,0.0163351,0.0424957,0.0154139,0.0111766,0.0192827,0.049128,0.0847458,0.040592,0.0201425,0.0517686,0.158376,0.0882461,0.232375,0.429256,D26
0.196266,0.128285,0.044645,0.15242,0.0253623,0.0117907,0.0390567,0.140383,0.0407148,0.0159666,0.00847458,0.0190985,0.0401007,0.0132031,0.0553918,0.160894,0.122329,0.0713584,0.0130803,0.0511545,0.0123434,0.00872022,0.0138172,0.0488209,0.134918,0.0452592,0.0154753,0.0476541,0.148366,0.0478384,0.156534,0.375829,D27
0.175141,0.122881,0.0396708,0.155859,0.0224761,0.0129575,0.0331614,0.150393,0.0335298,0.0117907,0.00945714,0.0180545,0.0341439,0.0141243,0.0604274,0.172071,0.12239,0.0683493,0.0116065,0.0423729,0.0117907,0.00884304,0.0121592,0.0424957,0.159666,0.0442152,0.0180545,0.0420658,0.165868,0.0466102,0.174834,0.368091,D27
0.197679,0.128408,0.0431098,0.151007,0.0285556,0.0124662,0.0399779,0.142655,0.0390567,0.0132646,0.010931,0.0183002,0.0399165,0.011238,0.0641734,0.15635,0.113977,0.0655859,0.0131417,0.0421887,0.0125276,0.00872022,0.0138787,0.0426185,0.134549,0.0421272,0.0183002,0.0407762,0.152604,0.05183,0.180668,0.374969,D27
0.200135,0.123618,0.0472243,0.154016,0.0278801,0.0119135,0.0335913,0.140506,0.0372759,0.0135716,0.0103169,0.0186686,0.0366618,0.0143085,0.0609801,0.15549,0.108511,0.0642962,0.0141243,0.0464874,0.013326,0.00724638,0.0143699,0.0488823,0.137804,0.0445836,0.0203267,0.0443994,0.159789,0.0511545,0.167649,0.376443,D27
0.193748,0.138172,0.0379514,0.161017,0.0257308,0.0111766,0.0340211,0.153156,0.0364161,0.0104397,0.00847458,0.0155367,0.0364161,0.0105011,0.0628224,0.163105,0.120425,0.0742447,0.0128347,0.0486981,0.0110538,0.006141,0.011238,0.0434783,0.146156,0.0459347,0.0171948,0.0418202,0.155674,0.0472243,0.166789,0.357959,D27
0.176738,0.147445,0.0364775,0.177229,0.023213,0.0128347,0.0324859,0.161754,0.0338983,0.0134488,0.00718497,0.0224761,0.0311349,0.0105625,0.0534881,0.161508,0.114038,0.0762098,0.0124662,0.0459347,0.0106853,0.00712356,0.0115451,0.0428642,0.145542,0.0433554,0.0181774,0.0466716,0.16507,0.0465488,0.166298,0.351142,D27
0.17594,0.128838,0.0423115,0.16507,0.0227217,0.0118521,0.0337755,0.155797,0.0382584,0.0118521,0.0100712,0.0195898,0.0310734,0.011238,0.0529354,0.17072,0.113547,0.0672439,0.0130803,0.0485139,0.0121592,0.00878163,0.0117293,0.0447065,0.154446,0.0487595,0.0193441,0.0471629,0.162736,0.0484525,0.16071,0.362135,D27
0.159605,0.139892,0.0397323,0.154753,0.0237042,0.0130189,0.0324245,0.148121,0.0305208,0.0143699,0.00933432,0.0205723,0.0326087,0.0133874,0.0537951,0.174282,0.115389,0.0706215,0.0124662,0.0506632,0.0127733,0.00700074,0.0137558,0.0450135,0.14462,0.0467944,0.0194056,0.0503562,0.146831,0.0474085,0.170167,0.392164,D27
0.200872,0.137681,0.045689,0.157885,0.0243798,0.0125276,0.0366003,0.132338,0.0373987,0.0121592,0.00976419,0.0197126,0.0341439,0.0120364,0.0596905,0.158438,0.118091,0.0755343,0.0127119,0.0483911,0.0124048,0.0100712,0.0120364,0.0454434,0.128531,0.0448907,0.019774,0.0454434,0.151928,0.0507246,0.171272,0.366986,D27
0.194056,0.138909,0.0421272,0.164763,0.0241955,0.0124048,0.0363547,0.145972,0.0377671,0.013633,0.00835176,0.0179931,0.0370916,0.0128347,0.0549619,0.154999,0.130496,0.0751658,0.0127119,0.0526283,0.0121592,0.00700074,0.0112994,0.0450749,0.142655,0.0471629,0.0173176,0.0462417,0.154999,0.044338,0.159359,0.350528,D27
0.232682,0.139523,0.0474085,0.158745,0.0252395,0.012282,0.0394866,0.148059,0.0412061,0.0117907,0.00700074,0.0149226,0.0372144,0.0117293,0.0574183,0.142901,0.137006,0.0774994,0.0124662,0.0537951,0.0116679,0.00700074,0.0105625,0.0432326,0.153034,0.0521985,0.0162736,0.0401621,0.15942,0.046733,0.150147,0.306743,D28
0.224269,0.141734,0.0436011,0.164702,0.0260992,0.0117293,0.0340211,0.150761,0.0362933,0.0129575,0.00865881,0.0155367,0.0375215,0.0112994,0.0552076,0.144191,0.127794,0.0771923,0.0148612,0.0514001,0.0144313,0.00620241,0.0109924,0.0444608,0.148612,0.0499263,0.0205723,0.0415131,0.168386,0.0490666,0.156595,0.304962,D28
0.208364,0.144068,0.042987,0.167711,0.0235814,0.0100712,0.0380742,0.153464,0.0340211,0.0107467,0.00706215,0.0156595,0.0355564,0.0111766,0.0577868,0.153893,0.125031,0.0815524,0.0123434,0.0530582,0.0105011,0.00607959,0.0101941,0.0408376,0.157394,0.0552076,0.0161508,0.0426799,0.169123,0.0467944,0.162491,0.301891,D28
0.21082,0.14505,0.0388725,0.175325,0.0233972,0.0119135,0.0339597,0.163228,0.0328543,0.011238,0.0073692,0.0147384,0.0337141,0.00994842,0.0577254,0.153771,0.127733,0.0759641,0.0126505,0.050479,0.0120364,0.00620241,0.0103783,0.0403464,0.160771,0.0512773,0.0165193,0.0375215,0.169,0.0464874,0.164272,0.299988,D28
0.214382,0.13547,0.0423729,0.16378,0.0243183,0.0107467,0.0385041,0.155306,0.0336527,0.0117907,0.00767625,0.0133874,0.0331614,0.0103783,0.0619013,0.164333,0.136392,0.0808155,0.0135102,0.0484525,0.0105011,0.00632523,0.0105625,0.0405306,0.149902,0.0517686,0.0171334,0.0367846,0.162307,0.0463031,0.160096,0.313007,D28
0.220093,0.134488,0.0426185,0.160526,0.0274503,0.0125276,0.0384426,0.153464,0.0383198,0.0123434,0.00804471,0.0152911,0.0372759,0.0117907,0.0598133,0.149472,0.130496,0.077438,0.0138787,0.0521371,0.0106239,0.00730779,0.0106239,0.0421272,0.153402,0.0504176,0.017379,0.0429256,0.159236,0.0474699,0.162061,0.306067,D28
0.219909,0.137067,0.0431098,0.16636,0.025608,0.0137558,0.0372759,0.158131,0.0358634,0.0134488,0.00951855,0.0194056,0.0370916,0.0108082,0.0598133,0.145972,0.128531,0.0824736,0.0121592,0.0509703,0.0130803,0.0055269,0.0108082,0.0457504,0.150332,0.0506632,0.0181159,0.0391796,0.15678,0.0472857,0.161324,0.299435,D28
0.227278,0.148612,0.0418202,0.160526,0.0249324,0.0126505,0.0373987,0.143454,0.0375215,0.0117907,0.00884304,0.0163351,0.035495,0.011238,0.0617784,0.142655,0.135102,0.0809998,0.0150454,0.0503562,0.0130803,0.00632523,0.0106853,0.0430484,0.144313,0.0505404,0.0165193,0.0386269,0.157762,0.0477155,0.161508,0.311594,D28
0.212847,0.147937,0.0393024,0.172562,0.0225375,0.0110538,0.0355564,0.157332,0.0338983,0.0112994,0.00853599,0.0163965,0.0386269,0.0108696,0.0587079,0.148858,0.130803,0.0799558,0.0119749,0.0516458,0.0104397,0.00601818,0.00908868,0.0385655,0.153893,0.053181,0.0152297,0.0387497,0.167158,0.0444608,0.172316,0.29575,D28
0.229059,0.138725,0.0436011,0.148858,0.0253009,0.0119749,0.0388111,0.147507,0.0411447,0.0119135,0.00706215,0.0157824,0.0369074,0.0116065,0.0595677,0.14591,0.137497,0.079096,0.0135716,0.0526283,0.0123434,0.00743061,0.0119135,0.0451363,0.150639,0.052874,0.0171334,0.041636,0.155551,0.0469786,0.148121,0.31927,D28
0.257553,0.12804,0.0485753,0.148612,0.0278801,0.0125276,0.0439081,0.133751,0.0493736,0.0143699,0.00927291,0.0168877,0.044338,0.0111766,0.0662,0.138848,0.1141,0.073692,0.0118521,0.0519528,0.0122206,0.00847458,0.0122206,0.0506018,0.12804,0.0474085,0.0160894,0.0383198,0.136207,0.0505404,0.145112,0.357406,D29
0.254606,0.138787,0.0520757,0.156718,0.0238885,0.0118521,0.0430484,0.138971,0.0455048,0.0125276,0.00835176,0.0163351,0.0422501,0.0112994,0.0659543,0.144682,0.112135,0.0740604,0.0128347,0.0499877,0.0107467,0.00847458,0.0105011,0.0479612,0.131786,0.0486981,0.0128961,0.0364775,0.144866,0.0494964,0.142655,0.345124,D29
0.261422,0.139155,0.0501105,0.143761,0.0267747,0.0119135,0.0424957,0.135777,0.04704,0.0138172,0.00786048,0.0165193,0.0421272,0.012282,0.0647875,0.133444,0.120855,0.0779293,0.0116065,0.0507246,0.0111152,0.00853599,0.0116065,0.0502334,0.1324,0.049435,0.0149226,0.0379514,0.140997,0.0505404,0.15506,0.332351,D29
0.262282,0.136821,0.0517072,0.150516,0.02831,0.0122206,0.0426185,0.134795,0.0472857,0.0132646,0.00804471,0.0141243,0.0412061,0.012282,0.0610415,0.13326,0.116003,0.0789118,0.0140629,0.0513387,0.0114223,0.00816753,0.0106239,0.0502948,0.138664,0.0519528,0.0161508,0.0386269,0.148121,0.0489437,0.149103,0.323385,D29
0.258413,0.130373,0.0485753,0.142471,0.028617,0.0119135,0.0424343,0.132031,0.0506632,0.0127119,0.00872022,0.0162736,0.0463645,0.0120364,0.0619627,0.139278,0.120548,0.0768239,0.0129575,0.0490052,0.0124662,0.00835176,0.0125276,0.050479,0.13762,0.0497421,0.015721,0.0373373,0.141611,0.0486367,0.146647,0.342238,D29
0.265844,0.13547,0.0508475,0.147568,0.027266,0.0127119,0.0422501,0.130926,0.0488823,0.0145542,0.00915009,0.0153525,0.0424343,0.0124662,0.0632523,0.13283,0.124539,0.0824736,0.0140015,0.0510931,0.0127119,0.00841317,0.0117293,0.046733,0.129944,0.0504176,0.014677,0.0380742,0.138357,0.0515844,0.150884,0.328113,D29
0.257246,0.136514,0.0509089,0.148735,0.0299681,0.00970278,0.041636,0.135102,0.0464259,0.0132031,0.00853599,0.0153525,0.0433554,0.0100098,0.0650332,0.138725,0.117232,0.0809998,0.0133874,0.0513387,0.0103783,0.00786048,0.0105011,0.0494964,0.138172,0.0523213,0.0132031,0.035802,0.147937,0.0533653,0.149902,0.323201,D29
0.254483,0.14069,0.0525055,0.148919,0.0268362,0.0112994,0.0452592,0.128531,0.0450749,0.0137558,0.00786048,0.0169492,0.0445836,0.0110538,0.0645419,0.138909,0.113117,0.0770081,0.013633,0.0502948,0.0116679,0.00970278,0.0106239,0.0479612,0.129698,0.0506018,0.0139401,0.0394866,0.139523,0.0523213,0.147875,0.346844,D29
0.262282,0.14026,0.0546549,0.145112,0.0281872,0.0122206,0.0413903,0.13283,0.046733,0.0138787,0.0079833,0.0158438,0.0440309,0.0127119,0.0631909,0.134795,0.117662,0.0832105,0.0141243,0.0528126,0.0117293,0.0101326,0.0108696,0.0480226,0.127549,0.0501719,0.0158438,0.0391796,0.145235,0.0524441,0.150209,0.320253,D29
0.255036,0.13068,0.0497421,0.14634,0.029354,0.010931,0.0426799,0.131847,0.0473471,0.0140629,0.0079833,0.0180545,0.0453206,0.0117907,0.0633751,0.134242,0.119504,0.0718497,0.0127733,0.0512159,0.0117293,0.00835176,0.0120364,0.0494964,0.130496,0.0500491,0.0164579,0.0390567,0.141918,0.0510931,0.148489,0.352248,D29
0.213215,0.0737534,0.0480226,0.111213,0.0405306,0.0176247,0.0454434,0.158069,0.0633751,0.0208794,0.0162736,0.0268976,0.0431712,0.0206338,0.0476541,0.140076,0.0886146,0.0401621,0.0191599,0.0534881,0.0182388,0.0130803,0.021125,0.0783591,0.133751,0.0529968,0.0235814,0.0596291,0.116556,0.0621469,0.101081,0.436748,D2
0.228261,0.0888602,0.0488823,0.115942,0.0426185,0.0179931,0.0485139,0.160157,0.0658929,0.02352,0.0148612,0.0263449,0.0455662,0.0186686,0.0485139,0.137681,0.0994842,0.048084,0.0189757,0.0534881,0.0194056,0.0113608,0.0208794,0.078789,0.132461,0.0544092,0.0192827,0.0568042,0.111275,0.0587079,0.0962908,0.393577,D2
0.235691,0.0880619,0.0433554,0.15156,0.0350037,0.0102555,0.0540408,0.202469,0.0601818,0.016028,0.00884304,0.017379,0.049128,0.0118521,0.0533653,0.145419,0.113486,0.0459347,0.0111152,0.0564972,0.0136944,0.00460575,0.0143699,0.0674896,0.173176,0.0531196,0.0121592,0.0426799,0.14069,0.0427413,0.0965365,0.334623,D2
0.245701,0.0823508,0.0459347,0.132953,0.0405306,0.0148612,0.0522599,0.179379,0.0696389,0.0180545,0.0103783,0.0238271,0.0447065,0.0151069,0.0499263,0.148919,0.112872,0.0437239,0.0152297,0.0541022,0.0162736,0.00810612,0.0183616,0.0752886,0.161631,0.0522599,0.0163965,0.0484525,0.120671,0.0498035,0.0899042,0.347949,D2
0.2352,0.0788504,0.0437239,0.138909,0.0360477,0.0117907,0.0556988,0.198047,0.061717,0.0184844,0.00945714,0.0195898,0.0505404,0.013326,0.0468558,0.147998,0.107775,0.0472857,0.0135716,0.0534881,0.0140629,0.00650946,0.0177475,0.0709899,0.165991,0.0564358,0.0151683,0.0483911,0.133874,0.0472857,0.0931589,0.34758,D2
0.23692,0.085974,0.0493122,0.133567,0.0401621,0.0132646,0.0517072,0.18423,0.0674896,0.0186072,0.0117907,0.0203881,0.0475927,0.0148612,0.047777,0.141182,0.110047,0.0444608,0.0146156,0.0512773,0.0153525,0.00626382,0.0170106,0.0700688,0.160894,0.0560673,0.0146156,0.0495578,0.133505,0.0508475,0.0969049,0.349239,D2
0.251781,0.0853599,0.0518914,0.13369,0.0442152,0.013326,0.0517686,0.172071,0.0640506,0.0192213,0.00865881,0.0189757,0.0514616,0.0155367,0.0516458,0.13633,0.107099,0.04704,0.0152297,0.0533039,0.014984,0.00767625,0.0178703,0.0718497,0.155367,0.0563129,0.0157824,0.0459347,0.129329,0.0495578,0.0976419,0.35059,D2
0.230287,0.0807541,0.0525055,0.123311,0.0422501,0.0167035,0.0480226,0.154446,0.0620241,0.0197126,0.0129575,0.0247482,0.0457504,0.0179317,0.04704,0.138172,0.0950626,0.0423115,0.0191599,0.0513387,0.0189757,0.010931,0.0206338,0.0724638,0.134856,0.0553304,0.0210022,0.0577868,0.128163,0.0644805,0.102186,0.394252,D2
0.235691,0.0862196,0.0483911,0.146463,0.0398551,0.012589,0.053181,0.203206,0.0633137,0.0179317,0.00706215,0.0196512,0.0490052,0.0129575,0.0499263,0.152665,0.108818,0.0431098,0.0138172,0.0499877,0.0143085,0.0055269,0.0143699,0.07535,0.165438,0.0564972,0.0138787,0.0458118,0.135655,0.0448907,0.0902112,0.329772,D2
0.223287,0.0795259,0.0460575,0.12589,0.0386269,0.0143085,0.0493736,0.181344,0.063805,0.0199582,0.0121592,0.024564,0.0472857,0.0176247,0.0486367,0.153709,0.0977647,0.0436625,0.0161508,0.0531196,0.0162736,0.00908868,0.0191599,0.0733849,0.149165,0.0563129,0.0176247,0.0533653,0.127856,0.0555146,0.0957382,0.375215,D2
