@relation vectores
@attribute Feature0 numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute class {D1,D10,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D11,D110,D111,D112,D12,D13,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D7,D70,D71,D72,D73,D74,D75,D76,D77,D78,D79,D8,D80,D81,D82,D83,D84,D85,D86,D87,D88,D89,D9,D90,D91,D92,D93,D94,D95,D96,D97,D98,D99}
@data
0.063254,0.036807,0.0682401,0.0312578,0.0588879,0.0288537,0.0581986,0.0301898,0.0529702,0.0234603,0.0601558,0.0324563,0.0621988,0.0436212,0.0512693,0.02064,0.044714,0.0278572,0.068726,0.0497304,0.0534117,0.0276625,0.0453272,0.0163812,0.0453986,0.0288587,0.035189,0.0177064,0.0398522,0.0195967,0.0405785,0.0237876,0.0451115,0.023986,0.0453505,0.0250112,0.0255458,0.0192157,0.0223176,0.0157654,0.0253728,0.0177052,0.0298063,0.0217581,0.0290814,0.0194719,0.02514,0.0175825,0.0122992,0.011546,0.011831,0.0107552,0.0124448,0.0114027,0.0146821,0.0140055,0.0140552,0.0129599,0.0129422,0.0121999,0.00429155,0.005594,0.00411667,0.00484795,0.00448172,0.0052573,0.00501418,0.00646944,0.00482944,0.00569294,0.00432984,0.0051816,D109
0.0874767,0.0411539,0.0580946,0.0289599,0.0657516,0.0240911,0.0765752,0.0362294,0.0771398,0.0305456,0.0707704,0.0344356,0.0703983,0.037592,0.0659364,0.0287813,0.0617167,0.0244412,0.0655289,0.0392937,0.063395,0.0272267,0.0668732,0.0341066,0.0455041,0.0229722,0.0390445,0.0216826,0.0484759,0.0298494,0.0554914,0.0310403,0.0550443,0.0277338,0.0440971,0.0231299,0.0237673,0.0160516,0.0267184,0.0190048,0.0297975,0.0186306,0.0341398,0.0239732,0.0309885,0.0194564,0.0230407,0.0169933,0.0120028,0.0105537,0.0131218,0.0113507,0.0153157,0.013329,0.017599,0.0158029,0.0160612,0.0138425,0.0119665,0.0112897,0.00404437,0.00504676,0.00461388,0.00534007,0.00536528,0.00595879,0.00602768,0.0072022,0.00540714,0.00612039,0.00411983,0.00458037,D109
0.0719981,0.0514299,0.0701793,0.032664,0.0710833,0.0397902,0.078845,0.0478542,0.0677015,0.0413989,0.0625772,0.0324683,0.0892131,0.0512685,0.0484411,0.0196369,0.050244,0.0234337,0.0735124,0.0371552,0.0718468,0.0305926,0.0641016,0.0278882,0.0460829,0.0259738,0.0373192,0.0208628,0.0394947,0.0244692,0.0545609,0.0284312,0.0477738,0.0256237,0.0418898,0.023041,0.0280252,0.0189444,0.027385,0.0181083,0.0283048,0.0189517,0.0321521,0.0214766,0.0293056,0.0197007,0.0264465,0.0170375,0.0134289,0.0113752,0.0137882,0.011415,0.0158643,0.0135137,0.0166911,0.0146405,0.016748,0.0140983,0.0144408,0.0118161,0.00463992,0.00542963,0.00502844,0.00534538,0.00547958,0.00579237,0.00568143,0.00659405,0.00567528,0.00614252,0.00489199,0.0052523,D109
0.0716265,0.031368,0.0679973,0.0332128,0.0655141,0.0314072,0.053197,0.0293833,0.0675943,0.0354789,0.0764994,0.0384595,0.0786101,0.0360347,0.0682127,0.032066,0.05233,0.0333125,0.0652974,0.0309111,0.0617738,0.0335993,0.0558368,0.0271867,0.0430939,0.0268571,0.0442678,0.0294364,0.045256,0.0259901,0.0543843,0.0303732,0.0397377,0.0242877,0.0373645,0.0212519,0.0265063,0.0191611,0.02962,0.025564,0.0285023,0.0226441,0.028576,0.0218775,0.0290602,0.0202259,0.0233453,0.019069,0.0119167,0.0112799,0.0130885,0.0140533,0.0136077,0.0135924,0.0135213,0.0130124,0.0144877,0.0130498,0.0120861,0.0110593,0.00388238,0.00507542,0.00433674,0.00550704,0.00467217,0.00566555,0.00482089,0.00615295,0.00482603,0.00567356,0.00404701,0.00473562,D109
0.113163,0.0645179,0.0720776,0.0354849,0.0520613,0.0309155,0.0694426,0.0357325,0.0671129,0.0497351,0.116172,0.0381379,0.0797225,0.0507346,0.0372325,0.0316179,0.0417023,0.0246803,0.0685846,0.0404129,0.0600519,0.0405405,0.0652297,0.0370583,0.0456852,0.0369836,0.03038,0.0207119,0.0374779,0.0307017,0.0541306,0.0423098,0.0420345,0.0327827,0.0404507,0.0304432,0.0181729,0.0178876,0.016259,0.0121204,0.0228763,0.0180037,0.0342715,0.0276395,0.0236514,0.018144,0.0189691,0.0175961,0.00791568,0.0088995,0.007666,0.007828,0.00946883,0.00943006,0.0140789,0.0141156,0.0110512,0.0115565,0.00856595,0.00943609,0.00255747,0.0032379,0.00239769,0.00288654,0.00296973,0.00353797,0.00427917,0.0058565,0.00327333,0.00407388,0.00256688,0.00322118,D10
0.0837362,0.0433867,0.0672434,0.0268263,0.0505591,0.0276244,0.0577509,0.0305164,0.0527722,0.0246807,0.066639,0.0299706,0.103248,0.0559763,0.0553565,0.0283706,0.0500201,0.0297993,0.0914279,0.0456322,0.0830486,0.0359183,0.0530124,0.0327647,0.0682845,0.0508059,0.0334693,0.019969,0.0383562,0.0235998,0.0590621,0.0329152,0.0475799,0.0260827,0.0479001,0.0314214,0.0263694,0.0196435,0.0219111,0.0164064,0.0291731,0.0181782,0.0472395,0.0294001,0.0423488,0.0280415,0.024039,0.0157606,0.0116305,0.0109944,0.0105112,0.0102283,0.0115437,0.00997008,0.019898,0.017588,0.017782,0.0160795,0.0112719,0.00992452,0.00353599,0.00406273,0.00314327,0.00351075,0.00339259,0.00343172,0.00516437,0.00623009,0.00451933,0.00503223,0.00342164,0.00367831,D10
0.117576,0.0705658,0.0841544,0.0513287,0.0858394,0.0308562,0.15002,0.0405977,0.114829,0.0375785,0.0816798,0.0374992,0.0949563,0.0472667,0.0733191,0.0323528,0.0718143,0.0463721,0.0951254,0.08581,0.0762428,0.053897,0.0878196,0.04497,0.0618707,0.0420235,0.0426815,0.0302333,0.0432944,0.0262121,0.0651392,0.0402505,0.0489236,0.0312784,0.0549308,0.0338832,0.024502,0.0173832,0.0215654,0.0197453,0.0275603,0.018334,0.0475951,0.0320536,0.0382557,0.0246582,0.0239669,0.0176802,0.0101957,0.00982885,0.00943616,0.00954787,0.0107438,0.00927258,0.0190873,0.0160748,0.015833,0.0141604,0.0109583,0.0102651,0.00304536,0.00355014,0.00277028,0.00312818,0.00329167,0.00335697,0.00548256,0.00636037,0.00449623,0.00498756,0.00321567,0.00363727,D10
0.0909849,0.0340439,0.0655265,0.027656,0.0539966,0.0215036,0.0827485,0.0342628,0.0739306,0.0295915,0.0559543,0.0251793,0.118513,0.0661101,0.0628081,0.0349699,0.0753182,0.0307674,0.137374,0.0678256,0.0560723,0.030029,0.0528671,0.0260991,0.0793321,0.057726,0.0544034,0.039149,0.0458236,0.0256933,0.0695143,0.044121,0.0506902,0.0275249,0.0410746,0.0261508,0.0299349,0.0254569,0.0266953,0.0198433,0.0350283,0.024624,0.0500724,0.0336466,0.0325588,0.0209327,0.0235609,0.0175203,0.011133,0.0113728,0.0105959,0.0104714,0.0135269,0.0120403,0.0194327,0.0178349,0.0130241,0.0120958,0.0103631,0.00993315,0.00342148,0.00410688,0.00302062,0.00341248,0.00349598,0.00367915,0.00492645,0.00609095,0.00364434,0.00396684,0.00329368,0.00368698,D10
0.0746094,0.0361171,0.0680947,0.0381192,0.0613621,0.02643,0.0637165,0.0296538,0.0596777,0.0276841,0.0755257,0.0293959,0.0887441,0.0469953,0.049357,0.021331,0.0464313,0.0238575,0.0971806,0.068227,0.0707283,0.0428166,0.0532699,0.0258394,0.0640269,0.0389528,0.0419369,0.0281875,0.0374096,0.0249743,0.0682978,0.0468421,0.0447453,0.0257072,0.0444104,0.0332141,0.0319329,0.0243441,0.0217543,0.0154733,0.0226113,0.0159083,0.0440928,0.0287019,0.0342482,0.0239444,0.0255824,0.0191653,0.0115136,0.0112338,0.00941334,0.00856851,0.0109284,0.00882585,0.0220906,0.0169723,0.0173292,0.0148595,0.0118598,0.0109669,0.00319478,0.00371566,0.00274674,0.00307405,0.00356278,0.00361264,0.00680536,0.00770028,0.00463169,0.00482832,0.00329906,0.00356091,D10
0.0661276,0.0305322,0.0505504,0.0296907,0.0477936,0.0246475,0.0544853,0.0337554,0.0596,0.0275452,0.0784039,0.0318287,0.0852438,0.0532233,0.0454869,0.0283972,0.0512585,0.0263197,0.0858277,0.035969,0.0676386,0.0280494,0.0732856,0.0503448,0.0536655,0.033112,0.0370278,0.0202407,0.0415163,0.0312122,0.0746239,0.0424934,0.0527018,0.0298782,0.0456261,0.0324006,0.0268423,0.0225856,0.0205865,0.0144124,0.0201804,0.0157762,0.0385388,0.0249785,0.0294405,0.020119,0.024868,0.0191763,0.0104026,0.0113391,0.00856211,0.00805562,0.0107362,0.00896713,0.0223733,0.0178068,0.015367,0.0136344,0.0105384,0.0100719,0.00289547,0.00339802,0.00258668,0.00288741,0.00342118,0.0035674,0.00681382,0.0079414,0.00412094,0.00447729,0.00300907,0.00331459,D10
0.0962908,0.0360233,0.0590054,0.0370053,0.0554247,0.0380473,0.0517891,0.0304028,0.0521388,0.0349175,0.0686108,0.0295796,0.0772242,0.0395522,0.0373482,0.0283857,0.0516507,0.0259487,0.100427,0.0392617,0.0799854,0.0411432,0.0547274,0.0342873,0.0669061,0.0493451,0.0265898,0.0147523,0.0300538,0.0184168,0.0682073,0.0339547,0.0559674,0.0320547,0.0358092,0.0259163,0.0271171,0.0236449,0.0181597,0.0132414,0.0204367,0.0129876,0.0438831,0.0269077,0.0330158,0.0234385,0.0226284,0.0164008,0.0108682,0.0117687,0.00857637,0.00828157,0.0115187,0.00951163,0.0245752,0.0190129,0.016721,0.0149691,0.0105221,0.0100312,0.00319091,0.00391168,0.00261813,0.00278145,0.00362021,0.00367328,0.00734911,0.0084091,0.00447376,0.00483234,0.00310552,0.00336695,D10
0.0857709,0.0301677,0.0611007,0.0237153,0.0422614,0.0202095,0.0691183,0.0353198,0.0516283,0.0272396,0.0680555,0.0309536,0.0885908,0.0578385,0.0467094,0.0307485,0.0475772,0.024168,0.0766181,0.0423482,0.0427537,0.0219445,0.0643044,0.0343422,0.0637588,0.0509787,0.0354819,0.0234426,0.0366844,0.0218241,0.0481816,0.0270999,0.0396728,0.0214856,0.0396793,0.0254995,0.0202442,0.0153816,0.0169468,0.0125911,0.0242199,0.0161818,0.037321,0.0275009,0.0287545,0.0204391,0.0204834,0.0150057,0.00870254,0.00903229,0.00794746,0.00805822,0.00995837,0.00952094,0.0166074,0.0163696,0.012758,0.0123458,0.0094612,0.00936735,0.00284764,0.00362092,0.0025511,0.00306553,0.0030758,0.00358171,0.00468195,0.00629382,0.00358077,0.00436047,0.00283282,0.00339801,D10
0.0843768,0.0496122,0.0544437,0.0275198,0.0398309,0.0234854,0.0674284,0.0292549,0.0507185,0.0245213,0.0722496,0.0383031,0.113021,0.044147,0.0587782,0.026095,0.0732387,0.0294682,0.117131,0.0383986,0.0610182,0.0276608,0.053484,0.0255569,0.0740985,0.0467763,0.0392486,0.0220816,0.0370033,0.0238806,0.0666364,0.0448175,0.0428851,0.0234527,0.0399971,0.0220612,0.0255939,0.0228233,0.021179,0.0180458,0.023694,0.0170189,0.0408195,0.0299125,0.030708,0.0215203,0.0232853,0.0181694,0.00961435,0.0104924,0.00849118,0.00907765,0.00996028,0.00944101,0.0180784,0.0172715,0.0141788,0.0136221,0.00999755,0.0103045,0.00275123,0.0035137,0.00241405,0.00295105,0.00300096,0.00342932,0.00506751,0.00650242,0.00382661,0.00461728,0.00287749,0.0034236,D10
0.100923,0.0443207,0.0572919,0.0387543,0.0773562,0.0363382,0.0985643,0.0420302,0.0634664,0.041308,0.0988418,0.0415487,0.111123,0.0558159,0.0440438,0.022738,0.0444552,0.0245008,0.0855876,0.0513437,0.0728902,0.0360026,0.0844752,0.0365447,0.0589956,0.0425849,0.0346854,0.0212243,0.0423358,0.0317655,0.066036,0.0493263,0.0483154,0.0287162,0.0427185,0.0276918,0.0234611,0.0200418,0.0191633,0.013239,0.0235413,0.0178925,0.0396057,0.0296101,0.028568,0.0199027,0.0221557,0.0181868,0.0092841,0.00978576,0.00857272,0.0081107,0.0102261,0.00939956,0.0167037,0.0154746,0.0134066,0.0129962,0.00994236,0.0100252,0.00292045,0.0034887,0.00264351,0.00311558,0.00323963,0.00366133,0.00496583,0.00638974,0.00371044,0.0043235,0.00292266,0.0034741,D10
0.124939,0.0730331,0.0869584,0.0428932,0.0962863,0.0462068,0.10124,0.0602746,0.0832238,0.036095,0.131354,0.0764091,0.0686215,0.0353302,0.0702844,0.0357473,0.0860336,0.0389045,0.122651,0.0748842,0.0831865,0.0383158,0.097343,0.0473453,0.0634023,0.0295296,0.0649786,0.0416261,0.0564146,0.029406,0.0651565,0.0361404,0.0582925,0.0283854,0.0514829,0.0263199,0.0313986,0.0191743,0.0317731,0.0194631,0.0341677,0.0205862,0.0401937,0.0246603,0.0348104,0.0200614,0.0293642,0.0184471,0.0159102,0.012559,0.0162104,0.0124825,0.017731,0.013762,0.0194013,0.0149135,0.0194915,0.0152603,0.015358,0.0120965,0.00556195,0.00540381,0.00586338,0.00538927,0.00668296,0.00590515,0.00745663,0.00712475,0.00709488,0.00642506,0.00557391,0.00500372,D110
0.0688791,0.0298214,0.0593801,0.0314141,0.0641945,0.0401066,0.0719828,0.0471909,0.0575649,0.0371428,0.0486742,0.0256572,0.0853471,0.0446721,0.0847521,0.0431662,0.0582222,0.0273458,0.099729,0.0357333,0.0507321,0.0196774,0.0604624,0.0386488,0.0513645,0.0298492,0.050641,0.0282113,0.048694,0.0237387,0.0580594,0.033859,0.0520852,0.0255298,0.0476223,0.0212759,0.0269025,0.019004,0.0273383,0.0168183,0.0306165,0.0209267,0.0362944,0.0219102,0.0347422,0.0208781,0.0313847,0.0203683,0.0130974,0.010955,0.0131612,0.0105917,0.0160758,0.0131236,0.0192682,0.0151091,0.0184926,0.0150375,0.0146204,0.0124289,0.00470145,0.00496451,0.00473142,0.00464897,0.00613035,0.00584979,0.00689872,0.00696579,0.00666042,0.00646929,0.00512214,0.00500198,D110
0.104885,0.0584549,0.0821068,0.0438345,0.0727644,0.0342244,0.0782657,0.0499562,0.0784802,0.037223,0.0774975,0.0372544,0.124935,0.0682883,0.0817246,0.0400151,0.0856553,0.0360862,0.117263,0.0500353,0.109838,0.0399798,0.0925856,0.0467641,0.0532161,0.0286649,0.0508201,0.0270837,0.0546371,0.0278998,0.0630377,0.0313593,0.0658557,0.0350003,0.0538961,0.0284102,0.035075,0.0220027,0.0358158,0.0198292,0.0343703,0.0204409,0.0356845,0.0222737,0.0352673,0.021565,0.0323641,0.0182672,0.0172512,0.0127061,0.0181296,0.0123136,0.0188025,0.013022,0.0198222,0.0147416,0.0188818,0.0138555,0.0165752,0.0122317,0.00579643,0.00519697,0.00633383,0.00524664,0.00679217,0.0055981,0.00696166,0.00625424,0.00659149,0.00547827,0.0056669,0.0048061,D110
0.0758518,0.044792,0.0583313,0.0292116,0.0988829,0.0556512,0.113799,0.061859,0.0784635,0.0404235,0.0837184,0.0483581,0.0767008,0.0407331,0.0705601,0.0411452,0.110066,0.051975,0.0920744,0.0638774,0.0840961,0.0387329,0.0645156,0.0292118,0.0600519,0.0323578,0.0477642,0.0274806,0.0557916,0.0284949,0.0625484,0.029905,0.0521688,0.0261991,0.0448726,0.0227523,0.0347941,0.0214091,0.0320689,0.0203136,0.0322291,0.0200644,0.0377581,0.0239972,0.0339396,0.0204764,0.0319463,0.0186672,0.0165023,0.0123997,0.0165475,0.0125962,0.0178455,0.0130854,0.0201441,0.0146273,0.0193994,0.0146429,0.0170291,0.0120067,0.00561028,0.00526574,0.00552799,0.00482897,0.006573,0.00554642,0.00772191,0.00713323,0.00693157,0.00585571,0.0058518,0.00506861,D110
0.0874335,0.0485565,0.0630885,0.0275054,0.061461,0.0369532,0.0742219,0.038647,0.0842913,0.0444013,0.120086,0.050221,0.0740712,0.0381549,0.0820968,0.0409038,0.064311,0.0298369,0.107816,0.0491104,0.0855607,0.0472242,0.0716872,0.038134,0.0455538,0.0262905,0.0482163,0.0292341,0.0557995,0.0310321,0.0698519,0.0354606,0.0569799,0.0305413,0.0519294,0.026332,0.0291531,0.0175004,0.0303596,0.021336,0.0328294,0.0205537,0.0365517,0.0259803,0.0350456,0.0205314,0.0293437,0.018965,0.0144865,0.01128,0.0143882,0.01174,0.0171739,0.0130011,0.0195069,0.0157223,0.0187448,0.0135441,0.0164588,0.0131941,0.00498313,0.00487082,0.00523435,0.00505328,0.00639887,0.00579763,0.00713384,0.0070401,0.00679119,0.00599812,0.00581718,0.00572184,D110
0.0915293,0.0334736,0.0825549,0.0355889,0.0933755,0.0363542,0.07268,0.0403449,0.0432379,0.0192465,0.0601139,0.0299439,0.0718739,0.0413837,0.0726976,0.0340917,0.0733705,0.0433437,0.0621439,0.0351813,0.0777994,0.030921,0.0744082,0.0374462,0.0545997,0.036817,0.0500825,0.0278116,0.0564331,0.0318422,0.0565704,0.0322098,0.047496,0.0250636,0.0544521,0.0302443,0.0350132,0.0211602,0.0313246,0.0182329,0.0366871,0.0228264,0.0343467,0.0184731,0.030629,0.0186291,0.0293783,0.019925,0.0158262,0.0138468,0.0157623,0.0121803,0.0189698,0.0139635,0.0201489,0.0151844,0.016676,0.0127578,0.0152109,0.0125772,0.00556989,0.00577149,0.00573759,0.00554157,0.00677358,0.00608637,0.00730029,0.0069791,0.00616065,0.0054833,0.00524761,0.00483719,D110
0.0912155,0.0406233,0.0854119,0.0343666,0.0776172,0.0400392,0.0941451,0.0534728,0.0846694,0.0425106,0.0776774,0.0383926,0.0631157,0.0246073,0.0783935,0.0396588,0.0779658,0.0341993,0.0745402,0.0453168,0.0600952,0.0312824,0.0643487,0.0313738,0.0437916,0.0252649,0.0544621,0.0300896,0.0590188,0.0317306,0.0623919,0.0354174,0.0540868,0.0319444,0.0520661,0.0219838,0.0277814,0.0189778,0.0302987,0.0188715,0.0324051,0.0207391,0.0366066,0.0227878,0.0337924,0.019812,0.0308158,0.0193487,0.0143471,0.0115073,0.0160326,0.0131944,0.0172079,0.0142472,0.0191957,0.0158152,0.0172517,0.014001,0.0145646,0.0116686,0.00485705,0.00483232,0.00543375,0.00531364,0.00626259,0.00592599,0.00694554,0.0070318,0.0061367,0.0056788,0.00505377,0.0047691,D110
0.0688119,0.0298154,0.0772798,0.0404119,0.0801724,0.0369652,0.0652484,0.0375822,0.0619742,0.0372779,0.0570855,0.0307759,0.0896735,0.0536857,0.0738114,0.0347231,0.0913518,0.0404646,0.107616,0.0563621,0.0872063,0.0348539,0.0776057,0.0340032,0.0442829,0.0211204,0.0515998,0.0254209,0.059526,0.0316218,0.0777845,0.0421485,0.0567853,0.0314978,0.0514538,0.0282804,0.0263957,0.0170127,0.0341542,0.021051,0.035172,0.0213484,0.0398468,0.0220254,0.0344097,0.023021,0.0311602,0.0185568,0.0144579,0.0109184,0.016133,0.012945,0.0187107,0.0143973,0.0208732,0.0156917,0.0180288,0.0136923,0.014855,0.0115216,0.00520566,0.00513109,0.00574486,0.00543377,0.00708556,0.00621918,0.00786019,0.00769209,0.00699407,0.00634607,0.00542531,0.00482894,D110
0.0701925,0.0418127,0.0786915,0.0322205,0.085714,0.0436309,0.139763,0.0530405,0.099658,0.0408489,0.080179,0.0277781,0.0896333,0.048817,0.0780289,0.0338645,0.0783356,0.0481687,0.0976919,0.0558654,0.067742,0.0316569,0.0907077,0.0358158,0.062368,0.034026,0.0447556,0.0243372,0.0560393,0.0305679,0.0635567,0.0330904,0.0496907,0.0264322,0.0454304,0.0240514,0.033408,0.0222692,0.0327595,0.0186996,0.0371345,0.0224332,0.0413295,0.0251613,0.0345239,0.0199719,0.0313033,0.018534,0.0169291,0.0134063,0.016406,0.0119928,0.0189648,0.0137023,0.02051,0.0151334,0.0197008,0.0146019,0.0163189,0.0120843,0.00599328,0.00579895,0.0058083,0.00504362,0.00674941,0.00582047,0.00743133,0.00685613,0.00705083,0.00618218,0.00595125,0.00527468,D110
0.113507,0.0607223,0.0722222,0.0382658,0.062903,0.0311323,0.0735369,0.0402614,0.0697157,0.0268623,0.0975632,0.0492643,0.0914135,0.0517467,0.0705864,0.03291,0.0784581,0.0333841,0.099643,0.0552442,0.0749099,0.0361116,0.0813624,0.0462499,0.0600848,0.031943,0.054813,0.031654,0.0570947,0.029613,0.0698384,0.0374711,0.0615462,0.0309375,0.0529191,0.0273735,0.031021,0.0195679,0.0326207,0.0204169,0.0357221,0.021128,0.038569,0.0230603,0.0351333,0.0216006,0.0292135,0.018527,0.0154206,0.0121446,0.0159364,0.0123497,0.0183792,0.0144337,0.0202058,0.0155282,0.0196714,0.0154432,0.0153515,0.0128935,0.00546015,0.00545003,0.0059367,0.00559391,0.0069408,0.0061863,0.00762683,0.00743363,0.00692634,0.00621579,0.00553147,0.00512131,D110
0.0515487,0.0287518,0.0537097,0.029453,0.074832,0.042401,0.0980976,0.056391,0.0654738,0.0399083,0.0551339,0.0339041,0.0963226,0.085023,0.0837797,0.0489343,0.0928403,0.0504237,0.143418,0.0757794,0.114253,0.0592302,0.0843472,0.0438174,0.092255,0.0497308,0.0718121,0.0334382,0.0775832,0.0366298,0.0905685,0.0381334,0.0734996,0.0341412,0.0708553,0.0356473,0.0454919,0.0249274,0.0390853,0.0206129,0.0364731,0.0193687,0.0333168,0.0197231,0.031639,0.0190229,0.0366801,0.0215146,0.0180477,0.0131404,0.0169006,0.0119663,0.0138915,0.0108712,0.0120471,0.0103224,0.0116923,0.00980686,0.0140043,0.0109111,0.00485349,0.00482957,0.00451779,0.00399976,0.00372083,0.0034019,0.00340497,0.00381622,0.00318879,0.00329327,0.00381601,0.00364272,D111
0.0802611,0.0382378,0.0593614,0.0279221,0.0684399,0.0381526,0.0779054,0.0426161,0.0712958,0.0344412,0.0774326,0.029273,0.113284,0.0658278,0.101607,0.0447824,0.103615,0.0474782,0.174341,0.070182,0.1188,0.0476903,0.0957844,0.0387899,0.0802232,0.0390149,0.0804465,0.0373986,0.0841294,0.0407381,0.0676135,0.0344325,0.0607567,0.0359988,0.0713951,0.0313082,0.0367688,0.020561,0.0385531,0.0204564,0.0350983,0.0196781,0.0283428,0.0178302,0.0256307,0.0154355,0.0320548,0.0170669,0.0159615,0.011923,0.0161874,0.011594,0.0129511,0.0107297,0.0100626,0.00880981,0.00944814,0.00830941,0.0120276,0.00972843,0.00422382,0.00417108,0.00443274,0.00406815,0.00345489,0.00344056,0.00265012,0.00291941,0.00255441,0.00257453,0.00316921,0.00296171,D111
0.0834612,0.0374116,0.0623992,0.0298946,0.0669493,0.0365895,0.0899292,0.0385414,0.0804965,0.0308768,0.0638708,0.0293986,0.102671,0.0533298,0.0979138,0.0582364,0.106421,0.0587234,0.123775,0.0532828,0.094681,0.0549875,0.144447,0.0788622,0.0933715,0.0492234,0.104377,0.0509943,0.0799438,0.0434592,0.0838214,0.0416851,0.0786415,0.0387519,0.0898149,0.0452946,0.0397519,0.0234925,0.0383951,0.020139,0.0366593,0.0214125,0.0359511,0.0202855,0.0380036,0.0236913,0.0374898,0.020007,0.0160223,0.0127609,0.0152976,0.0120228,0.0133817,0.0106388,0.0137004,0.010808,0.0141887,0.0111085,0.0150497,0.0118405,0.00421881,0.00444995,0.00403768,0.00393403,0.00385194,0.00375988,0.00383326,0.00389253,0.00386566,0.00362056,0.00384773,0.00362298,D111
0.0592202,0.035918,0.0597238,0.0280736,0.0757193,0.032545,0.0790567,0.0402785,0.0692868,0.0335293,0.0699416,0.0301328,0.131487,0.0857911,0.0883615,0.0472574,0.112696,0.0659398,0.109595,0.0607156,0.102307,0.0507222,0.0854488,0.0482306,0.0946824,0.0399388,0.0733714,0.0361836,0.0665327,0.0319546,0.0743023,0.039268,0.0867196,0.0428841,0.0927089,0.0469131,0.0387293,0.0223808,0.0326086,0.0187646,0.0325606,0.0182843,0.035098,0.0199935,0.0363652,0.0209697,0.0390223,0.0216881,0.0148201,0.0113216,0.013393,0.0100775,0.0128214,0.00935694,0.0122326,0.0097103,0.0137139,0.0105174,0.0154085,0.0111412,0.00399836,0.0039302,0.00365951,0.00332538,0.00347547,0.00310714,0.00349739,0.00345234,0.00360611,0.00331085,0.00395283,0.00367331,D111
0.0745495,0.0380342,0.0629846,0.030277,0.0423104,0.0236446,0.041401,0.0229303,0.0521907,0.0288899,0.0664405,0.0335226,0.101643,0.052961,0.088223,0.0509121,0.148675,0.0647656,0.153805,0.0833355,0.1146,0.0570958,0.0835365,0.0469044,0.0999185,0.0502855,0.0759335,0.0381574,0.102588,0.0597427,0.0910252,0.0444988,0.064877,0.0400924,0.0757396,0.0412703,0.0415173,0.0239158,0.0391724,0.0221926,0.0371368,0.022547,0.0376211,0.0211191,0.0319302,0.0190328,0.0357633,0.0200068,0.017028,0.0131982,0.0155769,0.0120165,0.0149385,0.012161,0.0140699,0.0119795,0.0128842,0.0106682,0.0143502,0.0114351,0.00437105,0.00443025,0.00426878,0.00404134,0.00415258,0.00413676,0.00393347,0.0044719,0.00356995,0.00361366,0.00388245,0.00391036,D111
